,title,price,location,sales
1226,华为honor,1299.0,广东 深圳,164人收货
1228,Xiaomi,849.0,广东 深圳,164人收货
1229,Huawei,2399.0,广东 深圳,164人收货
1231,纽曼 M560C,79.0,广东 深圳,163人收货
1232,苹果iPhone 8,1210.0,广东 深圳,163人收货
1233,苹果iPhone 8,1210.0,广东 深圳,163人收货
1234,小辣椒G105,79.0,广东 深圳,163人收货
1235,Xiaomi,1828.0,广东 深圳,163人收货
1236,华为,569.0,北京,162人收货
1237,诺基亚,138.0,广东 深圳,162人收货
1238,华为HONOR ,1599.0,广东 深圳,162人收货
1239,苹果 iPhone X ,2300.0,广东 深圳,162人收货
1240,华为HUAWEI HUAWEI P30 PRO,2800.0,北京,162人收货
1241,vivo NEX 3,4498.0,广东 东莞,162人收货
1244,Xiaomi,676.0,广东 深圳,161人收货
1245,OPPO A57,330.0,广东 深圳,161人收货
1246,Meizu,280.0,广东 深圳,161人收货
1247,Huawei,3199.0,广东 深圳,161人收货
1248,Huawei,1538.0,广东 深圳,161人收货
1249,Xiaomi,1369.0,广东 深圳,160人收货
1250,Samsung,1450.0,广东 深圳,160人收货
1251,华为honor,899.0,上海,160人收货
1252,华为,768.0,上海,160人收货
1253,Xiaomi,3268.0,上海,160人收货
1254,华为9xpro8x,499.0,福建 福州,160人收货
1255,vivo S5,2698.0,浙江 杭州,160人收货
1256,华为p30 pro,2648.0,四川 成都,160人收货
1258,华为,499.0,广东 惠州,160人收货
1259,苹果 iPhone 11 ,3478.0,广东 深圳,160人收货
1260,华为,800.0,广东 深圳,159人收货
1261,纽曼 F6,109.0,北京,159人收货
1262,Xiaomi,499.0,广东 深圳,159人收货
1263,纽曼 W560,98.0,广东 深圳,159人收货
1264,OPPO R9,548.0,广东 深圳,159人收货
1268,Nokia,85.0,广东 深圳,159人收货
1269,纽曼F518,139.0,广东 深圳,159人收货
1270,Meizu,988.0,河南 郑州,159人收货
1271,Nokia,188.0,广东 深圳,159人收货
1272,Xiaomi,209.0,广东 深圳,159人收货
1273,vivo U3x,799.0,上海,159人收货
1274,纽曼 V1,58.0,广东 深圳,159人收货
1275,索爱 Z5S,239.0,广东 深圳,158人收货
