,PhoneID,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
328,1.00E+11,4000,2019年,8月,nubia,努比亚Z20,186,骁龙855plus,,,2个,,,6.42英寸,1080*2340,AMOLED,,后置三摄,,Type-C,2999,14000
329,1.00E+11,4000mAh (典型值),2019年,11月,HUAWEI,华为畅享 10S,约163g,麒麟710F,,,2个,,,6.3英寸,FHD+ 2400X1080,OLED,,后置三摄,,Type-C,1399,15000
330,55370143413,3110,2019年,9月,Apple,iPhone 11,194,其他,,,2个,,,其他英寸,以官网信息为准,LCD,,其他,,Lightning（iPhone）,5159,14000
331,45188355452,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,,以官网信息为准,约164克（含电池,,,,其他,,,,,其他,,,,Micro USB,999.6,14000
332,1.00E+11,4200mAh（典型值）,2019年,4月,HUAWEI,,192,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,128GB,8GB,6.47英寸,2340×1080,OLED,3200万像素,4个,4000万+2000万+800万像素,Type-C,5487,14000
333,1.00E+11,800,2018年,12月,纽曼（Newman）,纽曼V1+,90,其他,,,1个,,,1.8英寸,240*320,其他,,无后置摄像头,,Micro USB,108,14000
334,47778453675,4000,2017年,4月,,S3,168,,,,2个,,,,,其他,,,,Micro USB,99,13000
335,40784838666,,,,,,,,,,,,,,,,,,,,618,14000
336,44019324194,,,,,,,,,,,,,,,,,,,,4488,13000
337,6425157,1400,2018年,1月,Philips,飞利浦 E171L,111.5,其他,,,2个,,,2.4英寸,320×240,TFT,,后置单摄,,Micro USB,168,13000
338,51924606168,4000,2019年,3月,vivo,X27,188.3,,,,2个,,,,,AMOLED,,,,Type-C,2498,13000
339,1.00E+11,4000,2019年,9月,realme,realme X2,182,骁龙730G,,,2个,,,6.4英寸,1080×2340,AMOLED,,后置四摄,,Type-C,1599,13000
340,4526057,,,,,,,,,,,,,,,,,,,,99,45000
341,44123850696,,,,,,,,,,,,,,,,,,,,4478,13000
342,8396457,1050mAh,2018年,7月,Philips,E163K,83,其他,,,2个,,,1.77英寸,240×320以下,TFT,,后置单摄,,Micro USB,119,13000
343,39215375204,4000mAh,2018年,10月,,畅享9plus,约173g(含电池),,,,2个,,,,,TFT,,,,Micro USB,1258,13000
344,1.00E+11,,,,,,,,,,,,,,,,,,,,,14000
345,18109533850,3340mAh（典型容量）,2017年,10月,HUAWEI,其他,约165g(含电池),,,,2个,,,,,其他,,,,Micro USB,849,13000
346,27490512883,1300,2018年,4月,Coolpad,酷派S618,100,,,,1个,,,,,其他,,,,Micro USB,129,13000
347,1.00E+11,5000,2019年,9月,nubia,努比亚红魔3S,215,骁龙855plus,,,2个,,,6.65英寸,2340×1080,AMOLED,,后置单摄,,Type-C,2999,13000
348,43139484141,4000（typ）/ 3900（min）,2019年,3月,XIAOMI,红米Note7 Pro,186,,,,2个,,,,,其他,,,,Type-C,1048,13000
349,1.00E+11,,,,,,,,,,,,,,,,,,,,399,12000
350,28640992709,3020mAh(典型值）,2018年,以官网信息为准,HUAWEI,华为畅享8e青春,约142g(含电池),,,,2个,,,,,其他,,,,Micro USB,439,13000
351,1.00E+11,以官网信息为准,2018年,9月,Apple,,208,其他,其他,其他,2个,512GB,其他,6.5英寸,2688*1242,OLED,700万像素,2个,双1200万像素,Lightning（iPhone）,13198,12000
352,1.00E+11,1200,2019年,以官网信息为准,K-Touch,天语,200,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,179,12000
353,31984967247,3750mAh（典型值） 3650mAh（额定值）,2018年,9月,HUAWEI,荣耀8x,约175克,,,,2个,,,,,IPS,,,,Micro USB,1299,12000
354,1.00E+11,,,,,,,,,,,,,,,,,,,,1258,12000
355,1.00E+11,4880mAh(额定值)，5000mAh(典型值),2019年,9月,OPPO,OPPO A11x,约195g,骁龙665,,,2个,,,6.5英寸,1600*720,TFT LCD（IPS）,,后置四摄,,Type-C,1799,12000
356,1.00E+11,4200mAh（典型值）,2019年,4月,HUAWEI,,192,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,512GB,8GB,6.47英寸,2340×1080,OLED,3200万像素,4个,4000万+2000万+800万像素,Type-C,6887,12000
357,45850490644,,,,,,,,,,,,,,,,,,,,579,12000
358,44125207975,3650mAh（典型值）,2019年,4月,HUAWEI,华为p30,约165克（含电池）,,,,2个,,,,,OLED,,,,Type-C,3688,12000
359,1.00E+11,4200mAh（典型值） 备注：电池额定容量为 4100mAh（额定值）,2019年,7月,HUAWEI,HUAWEI Mate 20 X (5G),约233克（含电池） 温馨提示：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,麒麟980,,,2个,,,7.2英寸,FHD+ 1080x2244 像素,OLED,,后置三摄,,Type-C,6199,12000
360,7435202,3500,2018年,6月,BlackBerry,BlackBerry KEY2,168,骁龙660,,,2个,,,4.5英寸,1620*1080,IPS,,后置双摄,,Type-C,3749,12000
361,1.00E+11,3500mAh（典型值）,2019年,6月,HUAWEI,华为nova 5 Pro,约171克（含电池）,麒麟980,,,2个,,,6.39英寸,FHD+  2340 x 1080 像素（备注：该分辨率对应标准矩形，实际屏幕采用圆角和珍珠屏设计，有效像素略少。）,OLED,,后置四摄,,Type-C,3199,12000
362,1.00E+11,1400,2019年,4月,ZTE,中兴（ZTE）K2,100,其他,,,2个,,,2.4英寸,320*240,其他,,后置单摄,,Mini USB,168,12000
363,1.00E+11,1200,2019年,以官网信息为准,K-Touch,天语,200,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,199,12000
364,43294662407,3340mAh（典型值）,2019年,3月,HUAWEI,华为nova4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,1249,12000
365,1.00E+11,,,,,,,,,,,,,,,,,,,,139,12000
366,39167157921,4000mAh（典型值） 3900mAh（最小值）,2018年,12月,HUAWEI,荣耀v20,约180g,麒麟980,,,2个,,,6.4英寸,FHD+ 1080 x 2310 ,IPS,,后置双摄,,Type-C,1939,12000
367,57004994625,以官网信息为准,2016年,9月,Apple,7plus,188,,,,1个,,,,,其他,,,,Lightning（iPhone）,3388,12000
368,1.00E+11,,,,,,,,,,,,,,,,,,,,1199,12000
369,33273233672,3350（typ）/ 3250 ( min ),2018年,9月,XIAOMI,小米8青春版,169,其他,,,2个,,,其他英寸,其他,其他,,其他,,Type-C,1018,11000
370,27292874426,800,2017年,9月,,r9,70,,,,2个,,,,,OLED,,,,Micro USB,188,11000
371,1.00E+11,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,1598,11000
372,1.00E+11,,,,,,,,,,,,,,,,,,,,1598,11000
373,43757723071,,,,,,,,,,,,,,,,,,,,769,11000
374,62604919965,,,,,,,,,,,,,,,,,,,,4898,11000
375,11267240065,2080,2018年,以官网信息为准,纽曼（Newman）,产品名称,158,其他,,,其他,,,2.8英寸,320x240,其他,,后置单摄,,其它接口,368,11000
376,12994519425,1200,2017年,5月,索爱,T618 移动/联通老人机 直板按键老人手机 语音,125,其他,,,2个,,,2.4英寸,240*320,其他,,后置单摄,,Micro USB,158,11000
377,1.00E+11,5000,2018年,10月,纽曼（Newman）,688,200,其他,,,2个,,,2.4英寸,其他,其他,,后置单摄,,其它接口,269,11000
378,15232845904,,,,,,,,,,,,,,,,,,,,129,11000
379,8717362,1050,2018年,8月,Philips,E258S,99,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,159,11000
380,53921039284,4000mAh（典型值） 3900mAh（最小值）,2019年,9月,,荣耀Play3,以官网信息为准,其他,,,2个,,,其他英寸,以官网信息为准,TFT LCD（IPS）,,其他,,Micro USB,809.6,12000
381,1.00E+11,1700mAh,2019年,6月,,守护宝 K199,118,其他,,,2个,,,2.8英寸,240*320,TFT,,后置单摄,,Micro USB,399,11000
382,1.00E+11,3600,2019年,以官网信息为准,纽曼（Newman）,纽曼N99,180,其他,,,2个,,,2.4英寸,230*320,其他,,后置单摄,,Micro USB,119,11000
383,1.00E+11,3400,2019年,4月,chilli,红辣椒8X,182.5,mt6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,599,11000
384,26258743639,1500,2018年,2月,,F9c,152,,,,1个,,,,,TFT,,,,Micro USB,228,11000
385,50074585244,3500mAh（典型值）,2019年,6月,HUAWEI,华为nova5pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,2499,11000
386,1.00E+11,1020mAh,2019年,2月,NOKIA,Nokia 210,85,MT6260A,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,269,11000
387,10666474047,,,,,,,,,,,,,,,,,,,,2688,11000
388,33278500565,4230mAh（典型值）,2018年,7月,OPPO,A5,168,,,,2个,,,,,TFT,,,,Micro USB,1299,11000
389,1.00E+11,6000,2019年,10月,, 三星 Galaxy M30s（SM-M3070） 绚丽U视屏手机6GB+128GB ,188,Exynos 9611,,,2个,,,6.4英寸,2340*1080,Super Amoled,,后置三摄,,Type-C,1699,11000
390,1.00E+11,4000mAh(typ) / 3900mAh(min) ,2019年,9月,,小米9 Pro5G,196g,骁龙855plus,,,2个,,,6.39英寸,2340 x 1080,AMOLED,,后置三摄,,Type-C,3799,11000
391,34656638512,0,2018年,10月,,华为mate20,0,,,,2个,,,,,TFT,,,,Type-C,2429,10000
392,50384986932,3500mAh（典型值）,2019年,6月,,nova5 Pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,2499,10000
393,1.00E+11,4000,2019年,7月,lenovo,联想Z6,159,骁龙730,,,2个,,,6.39英寸,2340*1080,OLED,,后置三摄,,Type-C,1199,12000
394,43616090726,3900-4000以官网信息为准,2019年,3月,XIAOMI,红米7,180 以官网信息为准,,,,2个,,,,,其他,,,,Micro USB,769,10000
395,38918603836,800,2018年,以官网信息为准,,V1,90,,,,2个,,,,,其他,,,,Micro USB,99,10000
396,56739487076,以官网信息为准,2019年,9月,,iPhone 11,194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,5188,10000
397,41754761478,,,,,,,,,,,,,,,,,,,,749,10000
398,33277169974,3350（typ）/ 3250 ( min ),2018年,9月,,小米8青春,169,,,,2个,,,,,其他,,,,Type-C,1018,10000
399,1.00E+11,3650mAh（典型值）备注：电池额定容量为 3550mAh,2019年,4月,HUAWEI,,165,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,256GB,8GB,6.1英寸,2340*1080,OLED,3200万像素,3个,4000+1600+800万像素,Type-C,4937,10000
400,1.00E+11,,,,,,,,,,,,,,,,,,,,99,10000
401,21860483950,以官网信息为准,2017年,以官网信息为准,,以官网信息为准,以官网信息为准,其他,,,其他,,,其他英寸,以官网信息为准,其他,,其他,,Lightning（iPhone）,7099,10000
402,54532810257,4800,2018年,2月,,老人手机,128,其他,,,2个,,,2.0英寸,596120,其他,,其他,,Micro USB,119,10000
403,57800388970,其他,2019年,以官网信息为准,,iPhone 11,其他,,,,其他,,,,,其他,,,,其它接口,5648,10000
404,47688874442,3950mAh （额定值）4035mAh（典型值）,2019年,6月,OPPO,OPPO Reno Z,约186g,,,,2个,,,,,AMOLED,,,,Type-C,2199,10000
405,44159189554,3680mAh （额定值）：3765mAh（典型值,2019年,4月,OPPO,OPPO Reno,约185g,,,,2个,,,,,AMOLED,,,,Type-C,2799,10000
406,46449080763,,,,,,,,,,,,,,,,,,,,4299,10000
407,47694908045,,,,,,,,,,,,,,,,,,,,2499,10000
408,24440374758,4800,2018年,3月,,海语三防老人手机,110,其他,,,2个,,,2.0英寸,596120,其他,,其他,,其它接口,99,9900
409,1.00E+11,2000,2018年,12月,Philips,E125,92,其他,,,2个,,,其他英寸,240x320以下,TFT,,后置单摄,,Micro USB,119,10000
410,42663945062,3340mAh,2019年,3月,,nova4e,约159克,,,,2个,,,,,其他,,,,Type-C,1238,10000
411,1.00E+11,,,,,,,,,,,,,,,,,,,,1599,10000
412,1.00E+11,,,,,,,,,,,,,,,,,,,,1249,10000
413,1.00E+11,4200mAh（典型值）,2019年,4月,HUAWEI,,192,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,256GB,8GB,6.47英寸,2340×1080,OLED,3200万像素,4个,4000万+2000万+800万像素,Type-C,5987,9800
414,57008874053,4230mAh（典型值）,2018年,7月,OPPO,OPPO A5,168g,,,,2个,,,,,TFT,,,,Micro USB,1199,9600
415,27226747742,4230,2018年,4月,OPPO,OPPOA5,159g,,,,2个,,,,,TFT,,,,Micro USB,1199,9700
416,40468792100,4230,2018年,4月,OPPO,A5,143,其他,,,2个,,,6.2英寸,1520*720,TFT,,后置双摄,,Micro USB,699,9700
417,29922005318, 4230mAh,2018年,7月,OPPO,OPPO A5,168,其他,,,2个,,,6.2英寸,1520*720,其他,,后置双摄,,Micro USB,1199,9700
418,56685429502,,,,,,,,,,,,,,,,,,,,959,9600
419,51446629929,,,,,,,,,,,,,,,,,,,,1799,9700
420,6161914,1000,2018年,以官网信息为准,K-Touch,T91C,84,其他,,,1个,,,2.4英寸,320*240,TFT,,后置单摄,,Micro USB,209,9600
421,37348371908,3400mAh（典型值）,2018年,以官网信息为准,,以官网信息为准,以官网信息为准,其他,,,其他,,,其他英寸,以官网信息为准,其他,,其他,,Micro USB,876,9600
422,1.00E+11,5000mAh(典型值),2019年,10月,OPPO,A11,约195g,骁龙665,,,2个,,,6.5英寸,1600*720,TFT LCD（IPS）,,后置四摄,,Type-C,1299,10000
423,8484451,,,,,,,,,,,,,,,,,,,,899,9400
424,61384807874,3765mAh（典型值）3680mAh（额定值）,2019年,5月,OPPO,OPPO K3,191,骁龙710,,,2个,,,6.5英寸,2340x1080,AMOLED,,后置双摄,,Type-C,1999,9300
425,48573275217,3300mAh(典型值),2019年,2月,XIAOMI,小米9,173g,,,,2个,,,,,其他,,,,Type-C,2559,9500
426,44946742970,,,,,,,,,,,,,,,,,,,,999.8,9400
427,50553927840,4000mAh（典型值）,2019年,6月,HUAWEI,nova5i,178,,,,2个,,,,,其他,,,,Type-C,1999,9300
428,1.00E+11,1050,2018年,以官网信息为准,Philips,飞利浦（Philips）E218L,120,其他,,,2个,,,2.4英寸,240×320,TFT,,后置单摄,,Mini USB,279,9300
429,35296142476,,,,,,,,,,,,,,,,,,,,158,9100
430,1.00E+11,,,,,,,,,,,,,,,,,,,,119,9200
431,10673889493,2910,2016年,以官网信息为准,Apple,苹果7plus,188,,,,1个,,,,,其他,,,,Lightning（iPhone）,3528,9100
432,33278478728,3350mAh,2018年,9月,XIAOMI,小米8青春版,169,骁龙660（AIE）,,,2个,,,6.26英寸,683880,其他,,后置双摄,,Type-C,1018,9100
433,56606115320,,,,,,,,,,,,,,,,,,,,6858,9100
434,6035574,1200,2018年,以官网信息为准,其他,纽曼F6,160,其他,,,2个,,,2.8英寸,240*320,其他,,后置单摄,,其它接口,139,9200
435,6020635,3600,2018年,以官网信息为准,其他,纽曼C18,220,其他,,,1个,,,2.4英寸,240*320,其他,,后置单摄,,其它接口,149,9100
436,1.00E+11,4200mAh（典型值）,2019年,4月,HUAWEI,,192,麒麟980,2*Cortex-A76 Based 2.6GHz+ 2*Cortex-A76 Based 1.92GHz+ 4*Cortex-A55 1.8GHz,八核,2个,512GB,8GB,6.47英寸,2340×1080,OLED,3200万像素,4个,4000万+2000万+800万像素,Type-C,6887,9000
437,1.00E+11,4200mAh（典型值）,2019年,4月,HUAWEI,P30 Pro,192,麒麟980,,,2个,,,6.47英寸,FHD+ 2340*1080 像素（备注：该分辨率对应标准矩形，实际屏幕采用圆角和珍珠屏设计，有效像素略少。）,OLED,,后置四摄,,Type-C,6288,9000
438,57081732772,,,,,,,,,,,,,,,,,,,,1199,9000
439,40467128408,,,,,,,,,,,,,,,,,,,,699,9000
440,40144008008,4230mAh（典型值）,2018年,12月,OPPO,A5,168g,,,,2个,,,,,TFT,,,,Micro USB,699,9000
441,32943442155,以官网信息为准,2018年,10月,,iPhone XR,194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,4898,9000
442,26594477376,4230mAh,2018年,7月,OPPO,A5,168g,,,,2个,,,,,TFT,,,,Micro USB,1299,9000
443,56648702661,,,,,,,,,,,,,,,,,,,,5658,9200
444,1144627862,3000,2017年,2月,誉品,N105,158,,,,2个,,,,,TFT,,,,Micro USB,99,8900
445,17968350354,1200mAh,2017年,10月,索爱,,125,其他,其他,其他,1个,其他,其他,2.4英寸,240*320,其他,无,1个,30万像素,Micro USB,169,8800
446,1.00E+11,4100mAh（典型值） 4000mAh（额定值）,2019年,11月,HUAWEI,荣耀V30PRO,约206克（含电池） 备注：实际重量依配置、制造工艺、测量方法的不同可能有所差异。,HUAWEI Kirin 990 5G(麒麟990 5G),,,2个,,,6.57英寸,FHD+ 2400×1080像素,TFT LCD（IPS）,,后置三摄,,Type-C,4298,9500
447,14867612545,4000,2017年,8月,chilli,,135,其他,260,单核,2个,其他,其他,2.4英寸,240*320,其他,无,1个,30万像素,Micro USB,139,8700
448,44125750190,4200mAh（典型值）,2019年,4月,HUAWEI,华为p30pro,192,,,,2个,,,,,OLED,,,,Type-C,4488,8800
449,1.00E+11,4085,2019年,10月,,一加7T Pro,206,骁龙855plus,,,2个,,,6.67英寸,3120*1440,AMOLED,,后置三摄,,Type-C,5299,8900
450,16640326003,800,2016年,以官网信息为准,NOKIA,105,69.6（以官方信息为准）,,,,1个,,,,,其他,,,,Micro USB,139,8500
451,1.00E+11,,,,,,,,,,,,,,,,,,,,779,8600
452,59410262680,4500,2019年,10月,vivo,iQOO Neo855版,198.5,,,,2个,,,,,AMOLED,,,,Type-C,1998,8600
453,40435356558,4000mAh（典型值）,2018年,12月,HUAWEI,荣耀v20,约180克,其他,,,2个,,,其他英寸,以官网信息为准,IPS,,其他,,Type-C,1928,8600
454,1.00E+11,3765,2019年,5月,realme,realme X,191,骁龙710,,,2个,,,6.53英寸,2340*1080,AMOLED,,后置双摄,,Type-C,1399,8600
455,44127885277,,,,,,,,,,,,,,,,,,,,4488,8500
456,43769837880,3650mAh（典型值） ,2019年,4月,HUAWEI,华为P30,约165克,,,,2个,,,,,其他,,,,Type-C,3688,8400
457,1.00E+11,1600,2018年,12月,Philips,,110,其他,其他,其他,2个,其他,其他,2.4英寸,240*320,TFT,无,1个,30万像素,Micro USB,159,8400
458,31627316952,800,2018年,8月,其他,不羁,65,其他,,,1个,,,1.8英寸,240*320,其他,,无后置摄像头,,其它接口,79,8400
459,34531993977,,,,,,,,,,,,,,,,,,,,699,8400
460,43297794765,3340mAh（典型值）,2019年,3月,,华为nova4e,约159克（含电池）,其他,,,2个,,,其他英寸,2312*1080,LTPS,,其他,,Type-C,1168,8500
461,51019119919,3500mAh（典型值）,2019年,6月,,nova5pro,约171克,,,,2个,,,,,OLED,,,,Type-C,2499,8400
462,39286052442,4000mAh（典型值）,2018年,12月,HUAWEI,华为畅享9,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,818,8200
463,1.00E+11,,,,,,,,,,,,,,,,,,,,1598,8100
464,57100444489,5000,2019年,10月,XIAOMI,红米8A,188,,,,2个,,,,,其他,,,,Type-C,686,8600
465,51119907174,3020,2018年,5月,,荣耀 畅玩7,约142g(含电池),,,,2个,,,,,IPS,,,,Micro USB,418,8100
466,60171303661,3915mAh （额定值）4000mAh（典型值）,2019年,10月,OPPO,RENO 2,189,,,,2个,,,,,AMOLED,,,,Type-C,2999,8100
467,26130378340,,,,,,,,,,,,,,,,,,,,119,8000
468,34871707227,3400mAh（典型值）,2018年,11月,,荣耀10,约162克,麒麟710,,,2个,,,6.21英寸,其他,其他,,后置双摄,,Micro USB,875,8000
469,45492101203,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,HUAWEI,荣耀20i,约164克,,,,2个,,,,,IPS,,,,Micro USB,1009,8100
470,1.00E+11,3200(typ)/3100(min),2019年,3月,ZTE,中兴 ZTE Blade V10,154,MT6771T,,,2个,,,6.3英寸,2280*1080,TFT,,后置双摄,,Type-C,999,8200
471,54306684775,3020mAh（典型值）,2019年,3月,HUAWEI,华为畅享9e,约150克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,749,7800
472,44943583778,,,,,,,,,,,,,,,,,,,,999,7900
473,10323597683,1300,2017年,4月,海尔（Haier）,HM- M360,118,,,,2个,,,,,TFT,,,,Micro USB,178,7800
474,33277164393,0,2018年,9月,OPPO,A5,0,,,,2个,,,,,TFT,,,,Micro USB,999,7700
475,26720607794,4000,2018年,10月,HUAWEI,畅享plus,约173g(含电池) ,,,,2个,,,,,TFT,,,,Micro USB,1188,7700
476,30988216523,4000mAh（典型值）,2018年,10月,HUAWEI,畅享9plus,约173g,麒麟710,,,2个,,,6.53英寸,以官网为准,TFT,,后置双摄,,Micro USB,1198,7600
477,54069288164,,,,,,,,,,,,,,,,,,,,69,7600
478,59080455595,,,,,,,,,,,,,,,,,,,,5699,7600
479,27458443487,4800,2018年,2月,,,110,其他,其他,其他,2个,其他,其他,2.0英寸,其他,其他,无,1个,30万像素,其他,68,7600
480,1.00E+11,4200mAh（典型值）,2019年,12月,,nova 6 SE,约183g,麒麟810,,,2个,,,6.4英寸,2310 * 1080,LTPS,,后置四摄,,Type-C,2199,10000
481,56647206430,,,,,,,,,,,,,,,,,,,,5678,7900
482,60378912086,3920mAh （额定值），4000mAh（典型值,2019年,10月,OPPO,K5,182,,,,2个,,,,,AMOLED,,,,Type-C,1799,7500
483,44037826021,4000（typ）*/ 3900（min）,2019年,3月,XIAOMI,红米7,180,,,,2个,,,,,其他,,,,Micro USB,769,7500
484,53138611298,4000mAh（典型值）,2019年,7月,HUAWEI,荣耀9x,206g,,,,2个,,,,,LTPS,,,,Type-C,1099,7500
485,20176890446,4000,2017年,10月,,华为mate10,约186g（含电池）,,,,2个,,,,,TFT,,,,Type-C,1599,7500
486,40854489483,3020mAh（典型值）,2019年,1月,,荣耀畅玩8A,约150克（含电池）,,,,2个,,,,,其他,,,,Micro USB,584,7500
487,57527445546,3920mAh （额定值），4000mAh（典型值,2019年,10月,OPPO,OPPO K5,约182g,骁龙730G,,,2个,,,6.4英寸,2340*1080,AMOLED,,后置四摄,,Type-C,1799,7900
488,30794081171,800mAh,2017年,8月,NOKIA,新105,73,其他,,,其他,,,1.8英寸,其他,其他,,无后置摄像头,,Micro USB,139,7400
489,59673467085,,,,,,,,,,,,,,,,,,,,1999,7800
490,46165085517,,,,,,,,,,,,,,,,,,,,3999,7400
491,17462145865,2900-3000以官方信息为准,2018年,6月,XIAOMI,红米 6A,145    以官网信息为准,,,,2个,,,,,其他,,,,Micro USB,569,7200
492,37364777942,3400,2018年,11月,HUAWEI,荣耀10青春,162,,,,2个,,,,,其他,,,,Micro USB,999,7200
493,45483312639,3020mAh（典型值）,2019年,3月,HUAWEI,畅享9e 全网通4G,约150克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,758,7200
494,7649465,,,,,,,,,,,,,,,,,,,,599,7200
495,35501118481,3020,2018年,5月,HUAWEI,荣耀畅玩7,约142(含电池),,,,2个,,,,,IPS,,,,Micro USB,438.9,7200
496,55231965959,3000,2017年,2月,誉品,2017,158,其他,,,2个,,,2.4英寸,596118,TFT,,后置单摄,,Micro USB,99,7100
497,48824458687,3950mAh （额定值） 4035mAh（典型值,2019年,5月,OPPO,Reno Z,约186,,,,2个,,,,,AMOLED,,,,Type-C,2199,7100
498,48895966123,,,,,,,,,,,,,,,,,,,,2799,7100
499,44242885678,3680mAh （额定值）；3765mAh（典型值,2019年,4月,OPPO,OPPO Reno,约185g,,,,2个,,,,,AMOLED,,,,Type-C,2799,7100
500,51530717443,500,2019年,3月,,H2,52,其他,,,2个,,,1.5英寸,其他,其他,,后置单摄,,Micro USB,99,7200
501,45399428385,4000mAh（典型值）,2018年,10月,HUAWEI,HUAWEI Mate 20,188,,,,2个,,,,,其他,,,,Type-C,3199,7100
502,1.00E+11,1600,2018年,7月,Philips,E207L,109,其他,,,2个,,,2.0英寸,176*220,其他,,后置单摄,,其它接口,169,7000
503,32777483527,2000,2017年,6月,其他,朵唯,以官网消息为准,,,,其他,,,,,其他,,,,其它接口,199,7000
504,56649697467,以官网信息为准,2019年,9月,,iPhone 11,194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,5189,7000
505,34009119653,3000mAh（典型容量）,2018年,3月,HUAWEI,荣耀畅玩7C,约164g(含电池),,,,2个,,,,,IPS,,,,Micro USB,849,6900
506,43216397036,3340mAh（典型值）,2019年,3月,HUAWEI,华为nova4e手机全网通,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,1299,6900
507,31942713664,,,,,,,,,,,,,,,,,,,,1219,6900
508,6035572,,,,,,,,,,,,,,,,,,,,139,7000
509,57009255259,4000mAh（typ）,2019年,3月,XIAOMI,红米NOTE7PRO,186,,,,2个,,,,,其他,,,,Type-C,1078,6800
510,1.00E+11,1950,2018年,11月,Coolpad,s158,100,其他,,,1个,,,2.4英寸,其他,其他,,无后置摄像头,,Micro USB,129,12000
511,50636223699,,,,,,,,,,,,,,,,,,,,1999,6800
512,34641453792,4200mAh,2018年,10月,,mate20pro,约189克（含电池）,,,,2个,,,,,OLED,,,,Type-C,4599,6700
513,52691431048,4000（typ）*/3900（min）,2019年,5月,XIAOMI,红米7a,约165,,,,2个,,,,,其他,,,,Micro USB,539,6800
514,40294783703,800,2018年,12月,NOKIA,Nokia 106,70.2,,,,2个,,,,,LCD,,,,Micro USB,145,6700
515,40851580302,3020mAh（典型值）,2019年,1月,HUAWEI,荣耀畅玩8A ,150,,,,2个,,,,,IPS,,,,Micro USB,583,6700
516,1.00E+11,,,,,,,,,,,,,,,,,,,,79,6700
517,27662064449,,,,,,,,,,,,,,,,,,,,4650,6600
518,53143335201,,,,,,,,,,,,,,,,,,,,1799,6700
519,54916655720,3750mAh（典型值） ,2018年,9月,HUAWEI,荣耀8x,约175克（含电池）,麒麟710,,,2个,,,6.5英寸,FHD+ 1080x2340 像素,IPS,,后置双摄,,Micro USB,885,6600
520,33725617047,,,,,,,,,,,,,,,,,,,,5488,6500
521,1.00E+11,2100,2019年,10月,多亲（QIN）,多亲Qin2 pro,105,八核A55 ,,,1个,,,5.05英寸,576×1440,LCD,,后置单摄,,Type-C,699,6700
522,51847960886,3020mAh（典型值）2920mAh（最小值）,2019年,7月,HUAWEI,荣耀畅玩8,约146克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,508,6700
523,56646598083,,,,,,,,,,,,,,,,,,,,5859,6500
524,30759784900,,,,,,,,,,,,,,,,,,,,178,6400
525,44105841325,3300mAh(typ),2019年,2月,,以官网信息为准,173g,,,,2个,,,,,AMOLED,,,,Type-C,2788,6400
526,51594073012,4000mAh（典型值）,2019年,7月,,荣耀9X,206g,麒麟810,,,2个,,,6.59英寸,1080*2040,LTPS,,后置双摄,,Type-C,1099,6500
527,53140796935,4000mAh（典型值）,2019年,7月,HUAWEI,荣耀9X,206g,,,,2个,,,,,LTPS,,,,Type-C,1349,6400
528,1.00E+11,4500mAh,2019年,10月,,三星 Galaxy A90 5G（SM-A9080）全息黑 ,206,骁龙855,,,2个,,,6.7英寸,1080 x 2400,Super Amoled,,后置三摄,,Type-C,3499,6700
