,PhoneID,battery,year,month,brand,model,weight,CPU model,CPU freq,CPU cores,SIM cards,ROM,RAM,screen size,resolution,screen material,front camera,rear camera,rear camera specs,charging port,price,comments
744,57269666815,5000,2019年,9月,vivo,U3x,191.5g,,,,2个,,,,,其他,,,,Micro USB,899,3500
745,44168135089,,,,,,,,,,,,,,,,,,,,999,3600
746,57521830334,4000mAh,2019年,10月,OPPO,OPPO Reno Ace,200,骁龙855plus,,,2个,,,6.5英寸,2400*1080,AMOLED,,后置四摄,,Type-C,2999,3600
747,34148682554,3750mAh,2018年,9月,,荣耀8x,约175克,,,,2个,,,,,IPS,,,,Micro USB,929,3500
748,57540707753,4000mAh（典型值）,2019年,10月,,OPPO K5,182,,,,2个,,,,,AMOLED,,,,Type-C,1799,3500
749,34805171927,,,,,,,,,,,,,,,,,,,,436,3500
750,27501425101,1800,2019年,11月,ZTE,L6,140,其他,,,2个,,,2.4英寸,1280x720,TFT,,后置单摄,,Micro USB,399,3500
751,1.00E+11,4000,2019年,3月,朵唯（DOOV）,朵唯D1,117.8,MT6763,,,2个,,,6.2英寸,1520*720,TFT,,后置单摄,,Micro USB,599,3500
752,37281035313,3400mAh（典型值）,2018年,11月,HUAWEI,荣耀10青春版,约162克（含电池）,麒麟710,,,2个,,,6.21英寸,2340*1080,IPS,,后置双摄,,Micro USB,859.8,3500
753,1.00E+11,5000mAh（typ）*,2019年,10月,,Redmi 8,190,骁龙439（SDM439）,,,2个,,,6.22英寸,1520*720 HD+,其他,,后置双摄,,Type-C,749,3500
754,12801366967,,,,,,,,,,,,,,,,,,,,549,3400
755,12079177347,4000mAh（typ）/3900mAh（min）,2019年,9月,XIAOMI,Redmi K20Pro,191,骁龙855plus,,,2个,,,6.39英寸,2340,其他,,后置三摄,,Type-C,2558,3500
756,51809955148,3020mAh（典型值） 2920mAh（最小值）,2019年,7月,,荣耀畅玩8,以官网信息为准,,,,其他,,,,,TFT LCD（IPS）,,,,其它接口,509,3600
757,30894434258,以官方信息为准,2018年,以官网信息为准,,F9,109.2,,,,2个,,,,,其他,,,,Micro USB,188,3400
758,43613856175,3900-4000以官网信息为准 ,2019年,3月,XIAOMI,Note7 Pro,186 以官网信息为准,,,,2个,,,,,其他,,,,Type-C,1058,3400
759,1.00E+11,5260mAh(typ) / 5170mAh(min),2019年,11月,XIAOMI,小米CC9 Pro,208g,骁龙730G,,,2个,,,6.47英寸,2340X1080,OLED,,后置五摄,,Type-C,3199,3700
760,1.00E+11,3400,2019年,5月,chilli,红辣椒8X Pro,182.5,mt6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,859,3400
761,33918937962,2000,2017年,以官网信息为准,朵唯（DOOV）,朵唯,165,,,,2个,,,,,TFT,,,,Micro USB,299,3400
762,1.00E+11,1700,2019年,6月,Philips,飞利浦E517,109,其他,,,2个,,,2.4英寸,其他,TFT,,后置单摄,,Micro USB,299,3400
763,49948717723,,,,,,,,,,,,,,,,,,,,589,3400
764,56489671950,,,,,,,,,,,,,,,,,,,,1838,3400
765,52365379701,以官网信息为准,2019年,6月,,nova 5,约171克（含电池）,,,,2个,,,,,OLED,,,,其它接口,2599,3400
766,50328256257,4200mAh（典型值）,2019年,3月,HUAWEI,华为p30pro,192,,,,2个,,,,,OLED,,,,Type-C,5088,3400
767,57748101701,,,,,,,,,,,,,,,,,,,,3538,3500
768,1.00E+11,1500,2019年,9月,,L8,172,其他,,,2个,,,2.4英寸,240*320,TFT,,无后置摄像头,,Micro USB,139,3400
769,30427734476,800,2017年,以官网信息为准,NOKIA,105,69.6,,,,其他,,,,,其他,,,,Mini USB,128,3400
770,57233310643,3500mAh（典型值）,2018年,10月,,荣耀Magic2,约206克,,,,2个,,,,,AMOLED,,,,Type-C,1829,3300
771,42703965414,,,,,,,,,,,,,,,,,,,,1048,3400
772,1.00E+11,,,,,,,,,,,,,,,,,,,,359,3400
773,51418913994,4030mAh,2019年,7月,XIAOMI,小米CC9,179,,,,其他,,,,,AMOLED,,,,Type-C,1429,3500
774,1.00E+11,4350,2019年,12月,vivo,X30 Pro,198.5,E980,,,2个,,,6.44英寸,2400*1080,AMOLED,,后置四摄,,Type-C,3998,4000
775,59187674152,,,,,,,,,,,,,,,,,,,,159,3300
776,47229662412,,,,,,,,,,,,,,,,,,,,818,3300
777,56259825521,4000mAh,2019年,9月,HUAWEI,华为畅享10plus,约196.8g,,,,2个,,,,,LTPS,,,,Type-C,1399,3800
778,27333296017,1980,2017年,11月,,R11,56,,,,2个,,,,,其他,,,,其它接口,188,3300
779,54348641684,3210mAh（典型值）,2018年,9月,MEIZU,魅族x8, 约160,,,,2个,,,,,其他,,,,Type-C,839,3300
780,57154328717,,,,,,,,,,,,,,,,,,,,1188,3300
781,1.00E+11,4025mAh（典型值）,2019年,以官网信息为准,OPPO,OPPO Reno3 ,171,骁龙765G 5G集成芯,,,2个,,,6.5英寸,2400*1080,AMOLED,,后置四摄,,Type-C,3999,5100
782,53624294777,,,,,,,,,,,,,,,,,,,,739,3200
783,50909869801,5000mAh（典型值） 4900mAh（最小值）,2018年,9月,HUAWEI,荣耀8x max,约210克（含电池）备注：实际重量依配置、制造工艺,其他,,,2个,,,其他英寸,FHD+ 1080x2244,IPS,,后置双摄,,Micro USB,1279,3200
784,25262582768,3340mAh(典型值）,2017年,12月,HUAWEI,nova2s,约169g(含电池),其他,,,2个,,,6.0英寸,2160x1080,IPS,,后置双摄,,Type-C,1598,3200
785,17213821693,4000mAh(典型值）,2018年,4月,HUAWEI,p20pro,约180g（含电池）,其他,,,2个,,,6.1英寸,2240*1080,其他,,后置三摄,,Type-C,2898,3200
786,60604050392,4200,2018年,10月,HUAWEI,华为mate20Pro,约189,,,,2个,,,,,OLED,,,,Type-C,4599,3200
787,54581709291,,,,,,,,,,,,,,,,,,,,1699,3300
788,43120394667,,,,,,,,,,,,,,,,,,,,499,3400
789,51153248867,4000mAh（典型值）,2019年,7月,HUAWEI,华为荣耀9X,206g,麒麟810,,,2个,,,其他英寸,以官网信息为准,LTPS,,后置双摄,,Type-C,1099,3200
790,49409355177,3020,2018年,5月,,荣耀畅玩7,约142g(含电池),,,,2个,,,,,IPS,,,,Micro USB,598,3200
791,1.00E+11,,,,,,,,,,,,,,,,,,,,499,3400
792,45613346122,,,,,,,,,,,,,,,,,,,,1099,3200
793,1.00E+11,4000mAh（typ）*3900mAh（min）,2019年,8月,,Redmi Note8,190,骁龙665,,,2个,,,6.3英寸,2340*1080 FHD+,其他,,后置四摄,,Type-C,899,4000
794,54836532284,以官网信息为准,2018年,10月,,iPhone XR,194,其他,,,2个,,,6.1英寸,其他,LCD,,后置单摄,,Lightning（iPhone）,5499,3200
795,39880805665,3750mAh（典型值）,2018年,12月,HUAWEI,华为nova4,172g,,,,2个,,,,,LCD,,,,Type-C,1768,3200
796,48155000273,,,,,,,,,,,,,,,,,,,,2499,3200
797,49205922984,3500mAh（典型值）,2019年,6月,HUAWEI,华为nova5pro,171,,,,2个,,,,,OLED,,,,Type-C,2499,3200
798,49817724088,1000mAh,2018年,以官网信息为准,Philips,E108,72（g）,其他,,,2个,,,其他英寸,596118,TFT,,无后置摄像头,,Micro USB,89,3100
799,57234019309,3650mAh（典型值）,2019年,4月,HUAWEI,华为P30,165,,,,2个,,,,,OLED,,,,Type-C,3688,3100
800,57698864721,4000,2019年,10月,OPPO,oppok5,182,,,,2个,,,,,AMOLED,,,,Type-C,1799,3300
801,60494908149,,,,,,,,,,,,,,,,,,,,6899,3100
802,57167547180,4200mAh（典型值）,2019年,9月,HUAWEI,HUAWEI Mate 30,196,,,,其他,,,,,OLED,,,,Type-C,4299,3100
803,27293987180,800,2017年,11月,,创星,70,,,,1个,,,,,OLED,,,,Micro USB,228,3100
804,55742041624,4000mAh,2019年,9月,HUAWEI,荣耀play3,176g,麒麟710F,,,2个,,,6.39英寸,1560x720,TFT LCD（IPS）,,后置三摄,,Micro USB,799.8,3300
805,57042493047,3500mAh（典型值）,2019年,6月,HUAWEI,华为nova5pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,2899,3100
806,45034043172,,,,,,,,,,,,,,,,,,,,2499.8,3100
807,56728753310,以官网信息为准,2019年,9月,Apple,苹果11,194,,,,2个,,,,,其他,,,,Lightning（iPhone）,6399,3100
808,36794321811,1050,2019年,以官网信息为准,Philips,飞利浦（PHILIPS）E218L,120,,,,2个,,,,,其他,,,,Micro USB,279,3100
809,34187327017,5000,2018年,6月,纽曼（Newman）,v98,200,,,,3个,,,,,其他,,,,Micro USB,259,3000
810,1.00E+11,,,,,,,,,,,,,,,,,,,,1598,3000
811,35163632957,5000,2018年,以官网信息为准,纽曼（Newman）,V98,198,,,,其他,,,,,其他,,,,Micro USB,269,3000
812,32853824570,3174mAh,2018年,9月,Apple,苹果Xsmax,208,,,,2个,,,,,OLED,,,,Lightning（iPhone）,5899,3000
813,54838718705,3500,2019年,6月,HUAWEI,华为nova5pro,171,,,,2个,,,,,OLED,,,,Type-C,2499,3000
814,54040598861,4000mAh（典型值） ,2019年,以官网信息为准,,荣耀20 pro,约180克,麒麟980,,,2个,,,6.26英寸,2340x1080,TFT LCD（IPS）,,后置四摄,,Type-C,2569,3000
815,27792577801,,,,,,,,,,,,,,,,,,,,158,3000
816,1.00E+11,1800,2019年,7月,Philips,E219,134,其他,,,2个,,,2.8英寸,240*320,其他,,后置单摄,,Micro USB,299,3100
817,53197665011,4000（典型值）,2018年,12月,,华为畅享9,约168克（含电池）,其他,,,2个,,,6.26英寸,HD+ 1520x720 像素,其他,,其他,,Micro USB,798,3000
818,44268657049,3340mAh（典型值）,2019年,3月,HUAWEI,nova 4e,约159克（含电池）,,,,2个,,,,,其他,,,,Type-C,1198,3000
819,49545848685,2450mAh,2019年,1月,其他,朵唯V33,150,,,,2个,,,,,TFT,,,,Micro USB,428,3000
820,26054203294,1300,2018年,3月,海尔（Haier）,HM-M360C,118,其他,,,1个,,,2.4英寸,596118,其他,,后置单摄,,Micro USB,199,3000
821,56700825780,,,,,,,,,,,,,,,,,,,,5695,3000
822,56596153740,4000mAh（典型值）,2018年,以官网信息为准,HUAWEI,畅享9,约168克（含电池）,其他,,,2个,,,6.26英寸,HD+ 1520x720 像素,其他,,后置双摄,,Micro USB,888,3000
823,50123283191,3500mAh（典型值）,2019年,以官网信息为准,HUAWEI,华为 nova5 Pro,约171克（含电池）,,,,2个,,,,,OLED,,,,Type-C,2499,3000
824,55668782974,,,,,,,,,,,,,,,,,,,,9499,3000
825,62318783698,,,,,,,,,,,,,,,,,,,,458,2900
826,59839719687,4500mAh（典型值）,2019年,11月,,HUAWEI Mate 30 Pro 5G,约198克（含电池）,,,,2个,,,,,OLED,,,,Type-C,7899,3300
827,57200281606,以官网信息为准,2019年,9月,,iPhone 11 Pro,188,,,,2个,,,,,OLED,,,,Lightning（iPhone）,9458,2900
828,1.00E+11,3000,2019年,10月,chilli,红辣椒9X,179,MT6771,,,2个,,,其他英寸,1520*720,IPS,,后置双摄,,Type-C,999,3100
829,43735560546,,,,,,,,,,,,,,,,,,,,768,2900
830,33268359659,3350mAh（typ）/3250mAh(min）,2018年,9月,XIAOMI,小米8青春版,169,,,,2个,,,,,其他,,,,Type-C,1029,2900
831,59948209385,4000mAh（典型值）,2019年,7月,HUAWEI,荣耀9X,206g,麒麟810,,,2个,,,6.59英寸,1080*2340,LTPS,,后置双摄,,Type-C,1999,2900
832,17164475384,以官网信息为准,2014年,以官网信息为准,,诺基亚130,67.9g,其他,,,2个,,,1.8英寸,596120,其他,,其他,,Micro USB,159,2900
833,40348393195,,,,,,,,,,,,,,,,,,,,1938,2900
834,37297332991,3400mAh（典型值）,2018年,11月,,华为荣耀10青春版,约162克,其他,,,2个,,,6.21英寸,596120,其他,,后置双摄,,Micro USB,1199,2900
835,54919798668,1480,2019年,以官网信息为准,多亲（QIN）,Qin 1s+1s,95,其他,,,2个,,,2.8英寸,240x320,其他,,无后置摄像头,,Micro USB,299,2900
836,1.00E+11,3400,2019年,6月,chilli,红辣椒8X Pro,182.5,MT6763,,,2个,,,6.2英寸,1520x720,TFT,,后置双摄,,Micro USB,859,2900
837,39213484960,4000mAh（典型值）,2018年,12月,,华为畅享9,约168克（含电池）,,,,2个,,,,,其他,,,,Mini USB,848,2900
838,43106520197,,,,,,,,,,,,,,,,,,,,399,2900
839,56744486326,,,,,,,,,,,,,,,,,,,,10198,2900
840,43197706698,2100,2018年,8月,K-Touch,I9,190,,,,2个,,,,,其他,,,,其它接口,559,2900
841,53150272883,4000mAh（典型值）,2019年,7月,,以官网信息为准,约206g,,,,2个,,,,,其他,,,,Type-C,1299,2800
842,11658167482,,,,,,,,,,,,,,,,,,,,198,2800
843,1.00E+11,,,,,,,,,,,,,,,,,,,,299,2900
844,51301733179,3020mAh（典型值）,2019年,7月,HUAWEI,畅玩8,约146克（含电池,,,,2个,,,,,其他,,,,Micro USB,519,2900
845,25951500014,以官方信息为准,2018年,9月,Apple,iPhone Xs Max,208,其他,,,2个,,,6.5英寸,2688 * 1242,OLED,,后置双摄,,Lightning（iPhone）,5848,2800
846,40359329681,,,,,,,,,,,,,,,,,,,,1949,2800
847,62926028485,5300mAh,2019年,以官网信息为准,纽曼（Newman）,P10,220,其他,,,2个,,,5.5英寸,高清,TFT,,后置单摄,,Micro USB,488,3200
848,30125682245,1400,2018年,7月,Philips,PHILIPS E171L,111.5,其他,,,2个,,,2.4英寸,596118,TFT,,后置单摄,,Micro USB,168,2800
849,21383233724,0,2017年,以官网信息为准,,`,98,其他,,,2个,,,其他英寸,596120,其他,,后置单摄,,其它接口,99,2800
850,60731279513,,,,,,,,,,,,,,,,,,,,79,2800
851,60009739181,以官网信息为准,2019年,9月,,iPhone 11 Pro,188,,,,2个,,,,,其他,,,,Lightning（iPhone）,9988,2800
852,61215906346,,,,,,,,,,,,,,,,,,,,9560,2800
853,43545106157,3750mAh（典型值） 3650mAh（额定值）,2018年,9月,,荣耀8x,约175克,,,,2个,,,,,IPS,,,,Micro USB,1549,2800
854,53148034498,4000mAh（典型值）,2019年,9月,,荣耀9X,以官网信息为准,其他,,,2个,,,其他英寸,以官网信息为准,其他,,其他,,Type-C,1109,2900
855,27182532335,1700,2018年,4月,其他,爱户外ioutdoor F1,107.3,,,,2个,,,,,TFT,,,,Micro USB,268,2800
856,55734067752,2100,2019年,9月,,多亲Qin2,105,,,,1个,,,,,LCD,,,,Type-C,599,2800
857,43687555521,4000mAh（典型值）,2018年,以官网信息为准,HUAWEI,华为（HUAWEI） 华为畅享9 ,约168克（含电池）,,,,2个,,,,,TFT,,,,Micro USB,869,2800
858,30648617671,2080,2018年,7月,,C5,131,,,,1个,,,,,其他,,,,Micro USB,129,2700
859,57152752835,以官网信息为准,2019年,9月,,iPhone 11 Pro Max ,226,,,,2个,,,,,其他,,,,Lightning（iPhone）,10598,2700
860,43294755211,,,,,,,,,,,,,,,,,,,,1169,2800
861,35084806675,3500mAh（典型值）,2018年,10月,HUAWEI,magic2,约206克,,,,2个,,,,,AMOLED,,,,Type-C,1839,2700
862,29679367162,3020mAh(典型值),2018年,6月,HUAWEI,畅享8e青春版,约142克,,,,2个,,,,,TFT,,,,Micro USB,429,2800
863,47297464961,,,,,,,,,,,,,,,,,,,,5299,2700
864,56608787815,3750mAh（典型值）,2018年,9月,HUAWEI,荣耀8x,175,其他,,,2个,,,6.5英寸,FHD+ 1080x2340,其他,,后置双摄,,其它接口,1249,2800
865,41006776524,4000mAh(典型值）,2018年,10月,HUAWEI,畅享9 Plus,约173g(含电池),,,,2个,,,,,其他,,,,Micro USB,1239,2800
866,61657213140,1050,2016年,以官网信息为准,纽曼（Newsmy）,C5,220,其他,,,1个,,,2.4英寸,320x240,TFT,,无后置摄像头,,Micro USB,159,2700
867,38457012329,4000mAh(典型值）,2018年,10月,HUAWEI,畅享9Plus,约173g(含电池),麒麟710F,,,2个,,,6.5英寸,FHD+ 1080x2340 像素,TFT,,后置双摄,,Micro USB,1199,2700
868,40989981676,2900-3000 以官网信息为准,2018年,12月,XIAOMI,小米 PLAY,150      以官网信息为准,,,,2个,,,,,其他,,,,Micro USB,1008,2700
869,44432266907,4000,2019年,9月,朵唯（DOOV）,朵唯D1,117.8,其他,,,2个,,,6.3英寸,1920*1080,TFT,,后置单摄,,Micro USB,699,2700
870,39869037975,3750mAh,2018年,12月,,Nova 4,以官网信息为准,,,,2个,,,,,其他,,,,Type-C,1899,2700
871,26852496169,3020mAh（典型值）,2019年,1月,HUAWEI,荣耀8A,约150克（含电池） ,,,,2个,,,,,其他,,,,Micro USB,599,2700
872,44972125522,2000,2019年,8月,,朵唯X1,115,,,,其他,,,,,其他,,,,Micro USB,399,2700
873,45232886174,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,,20i,约164克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,999,2700
874,40328805771,4000mAh(典型值）,2018年,以官网信息为准,HUAWEI,畅享9plus,约173g(含电池),其他,,,2个,,,6.5英寸,FHD+ 1080x2340,其他,,后置双摄,,Micro USB,1278,2700
875,55755402559,1050,2019年,8月,Philips,philips E258C,99,,,,其他,,,,,其他,,,,Micro USB,238,2700
876,1.00E+11,1700,2019年,4月,Philips,E289,158,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,338,2700
877,56491266015,3640（典型值）,2018年,8月,MEIZU,魅族16thplus,182,,,,2个,,,,,Super Amoled,,,,Type-C,1888,2700
878,43687108646,5400,2018年,9月,AGM,AGM H1,240,,,,2个,,,,,LCD,,,,Type-C,1699,2700
879,49899789021,,,,,,,,,,,,,,,,,,,,1499,2600
880,34487395412,以官网信息为准,2018年,10月,,iPhone xr,194,,,,2个,,,,,LCD,,,,Lightning（iPhone）,4468,2700
881,1.00E+11,4000,2019年,8月,chilli,红辣椒7X 尊享版,171,MT6763,,,2个,,,6.3英寸,2340x1080,TFT,,后置双摄,,Type-C,749,2700
882,61011872990,以官网信息为准,2019年,9月,Apple,iPhone 11 Pro,188,,,,2个,,,,,其他,,,,Lightning（iPhone）,10399,2600
883,57513336677,4000mAh,2019年,10月,,OPPO Reno Ace,约200,,,,2个,,,,,AMOLED,,,,Type-C,2999,2800
884,41758057094,,,,,,,,,,,,,,,,,,,,2428,2700
885,59634478636,,,,,,,,,,,,,,,,,,,,1199,3300
886,53020072198,2800,2018年,11月,朵唯（DOOV）,A55,200,,,,2个,,,,,TFT,,,,Micro USB,499,2600
887,56764276517,以官网信息为准,2019年,9月,Apple,iPhone 11,194,,,,2个,,,,,其他,,,,Lightning（iPhone）,5799,2600
888,42475014018,,,,,,,,,,,,,,,,,,,,1198,2600
889,59533232427,4500mAh(典型值),2019年,11月,,HUAWEI Mate 30 Pro 5G,198,麒麟990,,,2个,,,6.53英寸,FHD+ 2400×1176 像素,OLED,,后置四摄,,Type-C,7899,2700
890,1.00E+11,1600,2018年,12月,Philips,E331K,110,其他,,,2个,,,2.4英寸,240x320,TFT,,后置单摄,,Micro USB,159,2600
891,34553907668,4000mAh(典型值）,2018年,10月,HUAWEI,畅享9 Plus,约173,麒麟710,,,2个,,,6.5英寸,2340*1080,其他,,后置双摄,,Micro USB,1179,2600
892,26433048383,4000mAh,2018年,3月,,红米note5,181,其他,,,2个,,,5.99英寸,以官网信息为准,其他,,后置双摄,,Micro USB,978,2600
893,60610780624,4035,2019年,9月,realme,realme Q,184,骁龙712,,,2个,,,6.3英寸,2340×1080,LTPS,,后置四摄,,Type-C,1088,2700
894,34882351761,3100（典型值）,2018年,9月,MEIZU,魅族16X,154,,,,2个,,,,,OLED,,,,Type-C,1038,2600
895,34238393348,,,,,,,,,,,,,,,,,,,,358,2600
896,56650719237,,,,,,,,,,,,,,,,,,,,10159,2600
897,47008798668,4000,2019年,3月,朵唯（DOOV）,朵唯D1,200,其他,,,2个,,,6.2英寸,1440*720,TFT,,后置单摄,,Micro USB,599,2600
898,37088475772,1000,2018年,以官网信息为准,Philips,107,78,,,,2个,,,,,其他,,,,其它接口,98,2600
899,59741239006,以官网信息为准,2019年,9月,,iPhone 11,194,,,,2个,,,,,其他,,,,Lightning（iPhone）,6599,2600
900,49817247692,,,,,,,,,,,,,,,,,,,,1788,2600
901,1.00E+11,2800,2018年,11月,朵唯（DOOV）,A55,200.8,mt6739,,,2个,,,5.84英寸,1512×720,TFT,,后置单摄,,Micro USB,569,2600
902,44105336581,3340mAh（典型值）,2019年,3月,HUAWEI,华为nova4e,约159克（含电池）,麒麟710,,,2个,,,6.15英寸,2312x1080,其他,,后置三摄,,Type-C,1199,2600
903,1.00E+11,5000mAh（typ）*,2019年,10月,,Redmi 8,190,骁龙439（SDM439）,,,2个,,,6.22英寸,1520*720 HD+,其他,,后置双摄,,Type-C,749,2600
904,54069096393,,,,,,,,,,,,,,,,,,,,89,2500
905,1.00E+11,,,,,,,,,,,,,,,,,,,,15999,2600
906,11392040004,3000mAh（典型值）,2017年,以官网信息为准,HUAWEI,,147g,其他,,,2个,32GB,3GB,5.2英寸,596120,其他,,,,Micro USB,699,2500
907,34183192742,4000mAh（典型值） 3900mAh（最小值）,2018年,10月,HUAWEI,荣耀8c,167.2,,,,2个,,,,,IPS,,,,Micro USB,945,2500
908,57150995668,以官网信息为准,2019年,9月,,iPhone 11 Pro,以官网信息为准,,,,其他,,,,,其他,,,,其它接口,8109,2600
909,45185781314,,,,,,,,,,,,,,,,,,,,998,2500
910,57283672107,5000,2019年,9月,vivo,U3x,190.5,,,,2个,,,,,LCD,,,,Micro USB,999,2600
911,28421633757,3020,2018年,5月,HUAWEI,荣耀畅玩7,约142g(含电池),其他,,,2个,,,5.45英寸,1440*720,其他,,后置单摄,,Micro USB,416,2500
912,32399563824,2000,2019年,2月,欧奇（OUKI）,w2017,150,,,,2个,,,,,TFT,,,,Micro USB,999,2500
913,34557703533,5000mAh（典型值）,2018年,10月,HUAWEI,畅享max,约210克（含电池）,骁龙660（MSM8976Plus）,,,2个,,,其他英寸,FHD+ 1080x2244 像素,TFT,,后置双摄,,Micro USB,1149,2500
914,30961955351,,,,,,,,,,,,,,,,,,,,2899,2500
915,47108621797,1580,2017年,11月,,7S,65,,,,2个,,,,,TFT,,,,Micro USB,558,2500
916,1.00E+11,3000,2019年,10月,chilli,红辣椒8A,168.5,MT6739,,,2个,,,6.0英寸,1440*720,IPS,,后置单摄,,Micro USB,474,2500
917,39893740710,3750mAh（典型值）,2018年,12月,,华为 nova 4,172,,,,2个,,,,,LCD,,,,Type-C,2799,2500
918,52541881775,4000mAh（typ）/3900mAh（min）,2019年,5月,XIAOMI,Redmi 7A,165,其他,,,2个,,,5.45英寸,以官网信息为准,其他,,后置单摄,,Micro USB,699,2500
919,63280366208,3000,2019年,以官网信息为准,朵唯（DOOV）,6s,174.8,其他,,,2个,,,5.7英寸,1520×720,其他,,后置单摄,,Micro USB,798,2400
920,49286845422,3650mAh（典型值）,2019年,4月,,P30,165（以实际为准）,,,,2个,,,,,OLED,,,,Type-C,3688,2500
921,45949557744,3400mAh（典型值） 3320mAh（最小值）,2019年,4月,HUAWEI,荣耀20i,约164克（含电池）,,,,2个,,,,,IPS,,,,Micro USB,999,2500
922,57007755712,,,,,,,,,,,,,,,,,,,,2279,2500
923,44244982674,3680mAh （额定值）；3765mAh（典型值,2019年,4月,OPPO,OPPOReno,约185g,,,,2个,,,,,AMOLED,,,,Type-C,2499,2400
924,46229557286,3020mAh（典型值）,2019年,3月,HUAWEI,畅享9e,约150克（含电池）,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,758,2500
925,62795370894,,,,,,,,,,,,,,,,,,,,7488,2400
926,46998625658,,,,,,,,,,,,,,,,,,,,1499,2400
927,57263602408,,,,,,,,,,,,,,,,,,,,6299,2600
928,17870127442,4000mAh（典型值）,2017年,4月,HUAWEI,畅享7Plus,约165g（含电池）,,,,2个,,,,,其他,,,,Micro USB,849,2400
929,59118510412,,,,,,,,,,,,,,,,,,,,695,2700
930,45570223682,,,,,,,,,,,,,,,,,,,,999,2400
931,47300258791,4020mAh,2019年,4月,OPPO,OPPO A9,190,,,,2个,,,,,其他,,,,Micro USB,1299,2400
932,32402187368,10000,2019年,4月,欧奇（OUKI）,欧奇 P6pro,280左右,,,,2个,,,,,TFT LCD（IPS）,,,,Micro USB,1699,2400
933,52349464690,,,,,,,,,,,,,,,,,,,,2009,2500
934,56977294192,,,,,,,,,,,,,,,,,,,,5399,3200
935,12275684149,4050毫安,2016年,12月,MANN,MANN 5SQ,245,,,,2个,,,,,其他,,,,Micro USB,1266,2400
936,56230858715,4035mAh(典型值),2019年,9月,realme,realme Q,约184g（带电池）,,,,2个,,,,,LCD,,,,Type-C,948,2400
937,52391414373,3500mAh（典型值）,2019年,6月,HUAWEI,华为nova5 Pro,约171克（含电池）,麒麟980,,,2个,,,6.39 英寸,2340 x 1080,OLED,,后置四摄,,Type-C,2499,2400
938,63812122881,,,,,,,,,,,,,,,,,,,,729,2400
939,44021236111,3300mAh(typ) / 3200mAh ,2019年,2月,XIAOMI,小米9,约173g,,,,2个,,,,,AMOLED,,,,Type-C,2538,2400
940,1.00E+11,1400,2019年,8月,K-Touch,N1C,100,其他,,,1个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,159,2400
941,62873938385,4000mAh（典型值）,2019年,6月,HUAWEI,华为nova5i,178,其他,,,2个,,,其他英寸,其他,LTPS,,其他,,Type-C,1699,2300
942,1.00E+11,4000,2018年,1月,优思（Uniscope）,US7,192,其他,,,2个,,,2.4英寸,240*320,TFT,,后置单摄,,Micro USB,99,2400
943,59724611000,4200mAh,2019年,11月,,Mate 30 5G,196克,,,,2个,,,,,其他,,,,Type-C,4999,2500
944,25094024652,,,,,,,,,,,,,,,,,,,,279,2300
945,53202927037,1000,2018年,2月,,产品名称,110,,,,2个,,,,,其他,,,,其它接口,89,2400
946,45758128095,3400mAh（典型值） 3320mAh（最小,2019年,4月,HUAWEI,华为（HUAWEI）荣耀20i,1约164克（含电池）,麒麟710F,,,2个,,,6.21英寸,FHD+ 1080x2340 像素,IPS,,后置三摄,,Micro USB,999,2300
947,1.00E+11,1600,2018年,7月,Philips,207L,0.235,其他,,,2个,,,2.0英寸,320*240,其他,,后置单摄,,其它接口,139,2300
948,41943630973,,,,,,,,,,,,,,,,,,,,599,2300
949,53555007134,3020mAh（典型值）,2019年,1月,HUAWEI,荣耀畅玩8A,约150克（含电池） 备注：实际重量依配置、制造工,,,,2个,,,,,IPS,,,,Micro USB,584,2400
950,1.00E+11,1750,2018年,10月,Coolpad,C588S,105,其他,,,2个,,,2.4英寸, 240*320,其他,,后置单摄,,Micro USB,199,12000
951,34310416629,,,,,,,,,,,,,,,,,,,,5988,2300
952,1.00E+11,4000,2019年,3月,朵唯（DOOV）,朵唯D1,117.8,MT6763,,,2个,,,6.3英寸,1920*1080,TFT,,后置双摄,,Micro USB,663,2400
953,49919351279,,,,,,,,,,,,,,,,,,,,2499,2300
954,55236806607,3915mAh （额定值）4000mAh（典型值）,2019年,9月,OPPO,OPPO Reno2,约189g,,,,2个,,,,,AMOLED,,,,Type-C,2999,2300
955,29590230535,,,,,,,,,,,,,,,,,,,,1499,2300
956,35669769421,,,,,,,,,,,,,,,,,,,,2688,2300
957,47749404691,4065mAh,2019年,5月,OPPO,Reno10倍变焦,210,,,,2个,,,,,AMOLED,,,,Type-C,4299,2300
958,48267517940,3750mAh（典型值）,2019年,5月,HUAWEI,荣耀20,约174g,,,,2个,,,,,TFT LCD（IPS）,,,,Type-C,2499,2300
959,10734693239,800mAh,2019年,以官网信息为准,NOKIA,新105双卡,74,其他,,,2个,,,其他英寸,596120,其他,,其他,,Micro USB,159,2300
960,30938386316,,,,,,,,,,,,,,,,,,,,3499,2300
